time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
1.740000000000001,-0.6928217999625689,-0.9076235801985094,0.0,4.16710220822652,1.0382617697118137,0.0,-2.937983011838243,-0.8119234158230298,-13.945969176188962,-6.805124409168836,0.4439906196884439,0.0,429.48119415028856,454.5091204040383,427.02904142908056,386.2822934833597,1,87
1.740000000000001,-0.5879553131901293,-0.9256467026848181,0.0,4.150263634325272,0.857898146125363,0.0,-2.503968055140354,-1.0014839460137868,-13.808797984298016,-6.872623351933484,-0.08683091969613618,0.0,435.6864723790875,452.38812968401777,426.88108081066645,382.9251077222011,2,174
1.740000000000001,-1.845689078178142,-1.288379538569915,0.0,3.9957211983554295,0.5013403438936264,0.0,-2.4384192863277816,-1.8662866623765386,-13.838955972623259,-7.473345397531058,0.9260884089122354,0.0,438.44238640880144,438.30234207308376,452.0187239786247,392.8298342621437,3,261
1.620000000000001,-2.0305499463635743,-0.4491408934070895,0.0,1.676555235203728,4.67407498899825,0.0,-1.3854807470587842,-0.5913919087397664,-12.39568010943023,-9.232780693048745,9.069375635052415,0.0,305.5460623991701,437.29898089362456,432.64366729803385,353.7411742856708,4,342
1.560000000000001,-1.6036499256401577,1.0716696306582767,0.0,1.9727156006016031,1.903201666028405,0.0,-0.9520543732241284,1.926664880967873,-14.832717985478928,-8.158642049398562,9.611458292929402,0.0,392.28155767607996,381.3979347194753,444.311494451016,440.83199432637986,5,420
1.4400000000000008,-0.5802327326374459,-0.4870660553483827,0.0,2.247252473692104,4.217961523030279,0.0,-0.29568677754576134,-1.1850182963349534,-14.039652631793766,-9.45311682893242,11.209646903903332,0.0,312.2235998790601,454.7441138377874,444.6527335529946,399.4411650760002,6,492
1.5000000000000009,-0.650611973486967,-0.9938228146416547,0.0,0.6826878601306348,1.140926929814789,0.0,-0.18515332254447459,0.4597797109690452,-12.533014758441016,-10.181780931965982,13.475168498740969,0.0,303.52029272731306,536.7609780377768,517.5256376340299,385.14407415966417,7,567
1.560000000000001,-0.289428048669839,0.12170319624300868,0.0,6.192870003015193,5.067694101669137,0.0,0.38596967521641024,0.5749255663602271,-14.23237674799611,-8.899043050035251,11.094822587124831,0.0,278.3454105976748,421.55593429530796,426.02703156651245,403.13674537394866,8,645
1.5000000000000009,-0.13163454529469737,-0.23224786858437976,0.0,0.814314560116645,4.988142631927438,0.0,0.4587089965817899,-0.17581139579287305,-14.07296091058497,-9.384883981549468,12.531640084628785,0.0,286.80754331547774,433.465541941255,416.9548422973138,411.79286732694277,9,720
1.5000000000000009,-0.2256100222675424,-0.3597873097892401,0.0,1.264198698197152,4.314700635003739,0.0,0.22212398108232786,-0.282773754902354,-13.829082850881854,-8.53118020415878,12.396379804535561,0.0,298.0712554050123,448.1036245387077,418.478305195442,415.47575323390606,10,795
1.4400000000000008,-0.20482876786563306,-0.21351584437684762,0.0,2.1018815309222774,5.381666750951769,0.0,0.6737032698990415,-0.22233862814429772,-14.268927861151939,-8.745996074033743,13.387510006904233,0.0,261.35763524299307,475.69465303708245,405.82054677363277,402.1541444382215,11,867
1.5000000000000009,-0.07759310657068705,-0.1042318813148596,0.0,1.9902289290301898,0.5056524176447743,0.0,0.6701370857897493,0.5770831986845832,-14.511346725548318,-7.163453249424047,13.634952175541757,0.0,226.45899464137827,472.079670410139,376.7003721823283,411.7758319884534,12,942
1.4400000000000008,-0.086308748624745,-0.5071010577121972,0.0,2.6422180551847703,4.59939793583227,0.0,0.2173749517450662,-0.741622822968032,-14.072243957372002,-8.328593539702462,12.586250705493097,0.0,287.9538204033541,469.02926905165594,414.0126454753846,422.02008036881045,13,1014
1.4400000000000008,-0.7104885379284043,-0.30723209645267213,0.0,3.04104437592963,3.761240211397631,0.0,-0.8177494034321757,-0.8503894873063387,-13.924893887849981,-7.720229266202207,10.156890620743388,0.0,308.79339417467804,435.1318288838083,417.4675391948084,419.8434468750826,14,1086
1.560000000000001,-1.6344365155543388,0.4536503667896303,0.0,2.0454413951926806,0.3839339973419884,0.0,-0.5457080291976175,1.886531985862453,-13.979338800253554,-6.530757161447267,10.933500455836832,0.0,235.26543011798864,425.9510449419879,375.0771228875596,387.61723295174374,15,1164
1.560000000000001,-1.7663093691984766,-0.38244950558064217,0.0,1.9116325308169788,6.191633532306049,0.0,-0.3286719652918595,0.10740681590060908,-13.475394439149676,-6.723112078509479,11.212786374374724,0.0,260.41998107222275,440.6676712706726,368.8300177217134,376.9701746632775,16,1242
1.5000000000000009,-0.4450400112531634,-0.11062895147913022,0.0,2.3151245904062208,0.06471217807935936,0.0,0.5509788035955288,0.3337003571420736,-14.685086516031687,-7.7265387721617635,13.129046151505388,0.0,268.42721668261726,479.1235129757525,388.8516754882766,380.55699385601207,17,1317
1.4400000000000008,-0.3354256044321096,-0.06105756446774564,0.0,3.1596200695236973,2.608969256193239,0.0,-0.09289820959561458,0.05660965380766898,-14.58572138752049,-7.727366680631061,12.224925273853827,0.0,356.6703849440165,419.1058861660789,440.2582005436593,407.09724359282666,18,1389
1.4400000000000008,-0.29920151564041164,-0.2670279095103221,0.0,2.1618990318248077,3.4415565820896727,0.0,-0.15062426962673045,-0.18694046044303736,-14.048131638598619,-8.769415276146884,11.244614765303822,0.0,349.4896122969526,451.3755844902611,422.22249106540886,395.7355585814002,19,1461
1.4400000000000008,-0.5461978293360393,-0.9511582280203136,0.0,1.8764070232965953,4.870856416658922,0.0,0.39579684452017416,-2.012938814900239,-13.207292877468,-8.3304225583366,8.286238039184518,0.0,391.09910646237233,419.1313554030687,440.0719026626965,442.8500716586961,20,1533
1.680000000000001,-0.1377943441696174,-2.4849005852853954,0.0,2.1844286078523947,3.955438296837338,0.0,-0.4888034996636577,-2.579989963559752,-10.967288918846563,-13.465153901867808,12.551929108002277,0.0,336.5549806028538,481.1717392310951,501.73279142301584,371.897042816298,21,1617
1.560000000000001,-0.5832966637621569,-4.888042871764125,0.0,2.8202112037586176,1.4492197797583302,0.0,-0.18138237954549322,-5.480867548105536,-16.255529485973575,-16.619186431386417,17.084402649871926,0.0,270.3334599129092,565.4346288055297,556.6152980947481,273.6289602953286,22,1695
1.740000000000001,-0.24811993984713587,-5.478803894186595,0.0,5.817316588032966,5.139519885795844,0.0,-0.09847399879605401,-7.548558825525752,-13.017377861482196,-19.471672576044337,20.71867107111871,0.0,174.01779363963058,678.7262118593369,602.6656775612228,192.20296607279013,23,1782
1.680000000000001,0.13131784965122037,-5.685575558647764,0.0,5.092932033015563,5.698560928696317,0.0,0.4565556647404719,-7.971290617308681,-14.327516338448055,-21.530529235213695,22.696471829077094,0.0,98.70725236471901,736.2074133128381,660.0306896426349,119.27636521296746,24,1866
1.620000000000001,0.2271608846301619,-2.365823677132814,0.0,2.8674696728554885,6.119857570355849,0.0,0.9585429109559628,-2.870454600047314,-16.38739392559281,-20.2655615730232,15.57217005173214,0.0,187.8204297518355,493.6767737099132,631.774094240851,177.3616722865812,25,1947
1.3800000000000008,-0.2629585853525478,1.8154971999415268,0.0,4.908539936109296,2.3476630680403545,0.0,-0.3157150788365105,3.4504320173198315,-14.329035621877715,-15.414246651614192,10.463728304044295,0.0,317.89775361519014,422.6173360876252,549.3384583256479,337.5123243705329,26,2016
1.5000000000000009,-0.35297652061740464,1.3044768759211316,0.0,3.013147602088427,3.2633122333339983,0.0,-0.7710174988451309,2.1388959777109453,-13.98839200621508,-15.620511963629756,7.081319103584882,0.0,323.1665203870921,327.5270095430643,540.0717575372902,336.8279848963618,27,2091
1.560000000000001,-1.259204141920397,-0.47986058308196305,0.0,4.799514584159169,4.861176674140005,0.0,-0.41031628053808744,1.1550701055333017,-16.1676134324194,-11.142346613369526,4.615445054899661,0.0,349.1671191153691,241.3078821668153,497.1663659143902,505.2610126617299,28,2169
1.3800000000000008,-1.1131559362195076,1.0246931998351547,0.0,5.412201323007526,0.41589340915163575,0.0,0.18821098024786942,0.043570153407565954,-14.689293651622675,-4.787014588074639,2.0556719507927963,0.0,330.61912811410417,172.991279397568,444.5704637179808,550.5981875009383,29,2238
1.620000000000001,-2.1081033957899034,-0.07408890025134782,0.0,5.349031579431095,1.1046101672265944,0.0,-1.4685727639225108,-0.6143803986139617,-12.511011112562063,-8.871184904623293,0.3609245335389327,0.0,385.04073039403704,284.36993296605203,551.0443933011381,415.18747150067287,30,2319
1.3200000000000007,-0.41739356857321847,-0.7544501012849258,0.0,0.5632256549306671,2.3993354813329795,0.0,-1.094540632209906,1.3508868864585293,-13.591302688257455,-13.594360609427142,5.667034483064985,0.0,364.2180302612866,298.0025338280937,588.9070131291734,504.8126686778743,31,2385
1.2600000000000007,0.26823296881363445,3.4022451894705967,0.0,4.4958723111508405,4.138432519282187,0.0,0.1698744547217253,5.75891681137558,-14.874859256868158,-3.5903241326562823,1.7091822530182579,0.0,455.43682881573585,168.70634816706382,389.28858598305413,604.9068359667485,32,2448
1.4400000000000008,0.36491393079299805,-2.2723253584499425,0.0,0.09444801351817933,1.9147352834412068,0.0,-0.7980784516834611,-0.07209045323254815,-15.068720003142205,-17.918786649240914,9.67889610596889,0.0,260.25714194066563,337.1408234095809,749.3585143967181,524.0717972187915,33,2520
1.5000000000000009,1.213278504539895,4.108334650611655,0.0,1.9625564824423947,1.9221591879624889,0.0,-0.26487318829168355,3.762740789779806,-13.698682587226076,-3.0183829779982116,-1.3812639240647486,0.0,393.12922030808016,252.7193984922606,499.3863400384465,481.62685009784457,34,2595
1.620000000000001,1.0299257341295645,3.810536205733059,0.0,2.6246895775689936,1.307325697337669,0.0,-0.3788328617887159,1.0306084011500605,-15.81499991497928,-9.680672853445934,0.6046367335831291,0.0,367.5926031103682,276.4580437236338,520.3919655432314,456.4426033268792,35,2676
1.620000000000001,-0.2118912142342315,2.54257531024011,0.0,1.5142091072957644,4.490179923549899,0.0,-1.745665171875715,1.3766953362563115,-12.920748961730919,-5.087078051922185,-2.0673832664616247,0.0,500.517281040669,212.61896866815584,387.05871072276693,574.122249129108,36,2757
1.2600000000000007,-0.11291923110573542,2.1266064300674303,0.0,6.0966757423074895,2.9637319240131976,0.0,-0.7846523720804078,3.9956036049986468,-15.50138128058213,-7.783245837684013,1.2852331483433659,0.0,421.82970239404165,250.27703622727756,624.2026653641217,518.9278720176751,37,2820
1.5000000000000009,0.0624261058140299,1.2470640433931226,0.0,4.57467375699952,5.812974038358163,0.0,0.3246758048151627,0.7142591141650039,-12.558062562511468,-0.959302332802735,-4.644735861156082,0.0,495.61700237760266,134.23232647410757,281.0603014415003,561.2466803950257,38,2895
1.620000000000001,-0.38173776119231,-0.6451304071748031,0.0,2.191268928318163,5.715244319177735,0.0,-0.9245648805739677,0.8470247643557953,-14.210265779142752,-15.673654101549934,-11.36144596599536,0.0,642.665938808729,168.40330040635175,588.5678081480742,400.9702337895642,39,2976
1.740000000000001,7.302174085393909,2.385206673751416,0.0,1.867405324546759,3.546222215757462,0.0,8.864740789811338,2.1090873351401687,-13.00312608017525,-26.870788021555803,-18.39262818213547,0.0,663.7499536408208,116.74642938621062,857.9803891436977,133.88281370861498,40,3063
1.680000000000001,-1.8194302644442133,-0.3090905303058994,0.0,5.757842158446618,3.192777575588684,0.0,0.5697265897937567,1.1296987478165041,-12.799484203843404,-12.765317697632696,-28.18430387566865,0.0,899.9359349136611,6.132080048266351,272.2809436069715,4.122209944116415,41,3147
1.5000000000000009,-8.747761680986205,-1.331701877916863,0.0,5.651732636705923,5.671106253625894,0.0,-8.13368330262852,0.0986028249619797,-12.858692911564914,-17.325594875244,-23.283304121210076,0.0,833.8737481212858,141.20781092532124,506.92710723838997,165.98259673713596,42,3222
1.5000000000000009,-7.335878305208537,0.5637229481905596,0.0,6.251293265537577,5.480165387598525,0.0,-8.180896078852607,1.7298915671254986,-13.8512569921086,-17.432923481605677,-23.90093605060904,0.0,765.5565727123267,179.7714134244945,590.0901834078026,181.22041785575905,43,3297
1.5000000000000009,-1.0166816566487646,-1.2095219280796174,0.0,1.0097090878502604,5.84736732167843,0.0,-1.5294937158210034,-2.6426774011724627,-15.950859903172239,-22.929500241761186,-22.07663566527475,0.0,890.8082414923817,13.658228954045676,754.3043265416253,5.09853444356467,44,3372
1.560000000000001,-6.288481712294835,1.1263245656347556,0.0,0.6669354247238886,4.9597756172454766,0.0,-6.6780480358084775,3.386117666713243,-13.227626932239001,-16.195742181200636,-26.496369310206532,0.0,878.8733000349865,34.19845398185351,531.9137620045035,67.08548125173014,45,3450
1.4400000000000008,-5.845033735587625,0.9269160441219672,0.0,3.8481476765334826,5.663588954393358,0.0,-7.764136922574085,1.475118799750664,-15.591824371192082,-14.40126624128428,-22.035485589418784,0.0,659.9335148040333,168.69721453088957,509.2756598899485,278.9426156039485,46,3522
1.8600000000000012,-5.118217899589904,2.2720133613644693,0.0,4.718536566624902,1.825759256234365,0.0,-4.472638655329621,2.5309752556638743,-14.045652885584493,-10.601375425589712,-27.90950032408726,0.0,871.6078011078731,22.78778307210752,292.17308827029245,137.19363956174502,47,3615
1.620000000000001,-2.0494934916705407,1.0670177898404047,0.0,2.9123685779126802,0.5784866477707986,0.0,-2.5405113467762135,2.5514709546962773,-14.35552801340778,-9.583082738437566,-23.877231827842312,0.0,696.8997979542537,178.69838520094768,385.5224337134668,299.3812584195468,48,3696
1.4400000000000008,-2.1882895898685635,0.1744690301178152,0.0,5.708378276282421,5.634811216773771,0.0,-1.6559430503650205,-0.07902095877821796,-14.364742666823275,-11.62710759764295,-21.194950095496765,0.0,762.6460263238132,214.93462111766104,363.85071281618775,237.7220476959889,49,3768
1.620000000000001,1.9089618361225984,2.2970287810739904,0.0,1.3424760045355448,5.815788319015919,0.0,0.910549983242563,2.6698287130815292,-15.263586087354275,-15.407148030670998,-23.32059206075886,0.0,792.7274263056764,216.12926404977705,326.16544973328394,91.17991937746007,50,3849
1.5000000000000009,0.7755539558938032,0.09935944255642595,0.0,1.2175271147893376,6.0782087462373005,0.0,-2.3883758896182994,2.2361926994991084,-13.945462757317383,-24.079935447081773,-18.068372612528567,0.0,539.4246736322605,166.25788678071208,757.6677364184821,213.49415937364972,51,3924
